|dates|Bourbon_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Bourbon_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Bourbon_Kentucky_UnitedStates.AveragePrecipitation.data|Bourbon_Kentucky_UnitedStates.AveragePrecipitation.missing|Bourbon_Kentucky_UnitedStates.AverageWindDirection.data|Bourbon_Kentucky_UnitedStates.AverageWindDirection.missing|Bourbon_Kentucky_UnitedStates.AverageWindSpeed.data|Bourbon_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|9|0.019080459770114945|9|288.0|0|8.354166666666666|0
