|dates|Grundy_Illinois_UnitedStates.BLS_EmployedPopulation.data|Grundy_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Grundy_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Grundy_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Grundy_Illinois_UnitedStates.BLS_UnemploymentRate.data|Grundy_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Grundy_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Grundy_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-02|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-03|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-04|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-05|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-06|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-07|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-08|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-09|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-10|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-11|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-12|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-13|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-14|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-15|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-16|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-17|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-18|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-19|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-20|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-21|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-22|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-23|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-24|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-25|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-26|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-27|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-28|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-29|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-30|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-01-31|23855.0|0|1300.0|0|5.167958656330749|0|25155.0|0
0|2020-02-01|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-02|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-03|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-04|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-05|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-06|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-07|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-08|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-09|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-10|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-11|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-12|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-13|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-14|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-15|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-16|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-17|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-18|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-19|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-20|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-21|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-22|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-23|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-24|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-25|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-26|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-27|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-28|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-02-29|24116.0|0|1232.0|0|4.8603440113618435|0|25348.0|0
0|2020-03-01|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-02|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-03|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-04|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-05|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-06|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-07|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-08|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-09|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-10|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-11|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-12|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-13|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-14|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-15|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-16|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-17|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-18|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-19|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-20|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-21|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-22|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-23|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-24|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-25|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-26|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-27|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-28|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-29|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-30|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-03-31|24096.5|0|1376.0|0|5.401904014132889|0|25472.5|0
0|2020-04-01|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-02|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-03|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-04|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-05|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-06|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-07|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-08|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-09|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-10|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-11|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-12|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-13|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-14|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-15|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-16|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-17|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-18|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-19|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-20|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-21|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-22|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-23|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-24|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-25|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-26|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-27|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-28|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-29|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
0|2020-04-30|20023.5|0|3856.0|0|16.147741786888336|0|23879.5|0
