|dates|Boise_Idaho_UnitedStates.BLS_EmployedPopulation.data|Boise_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Boise_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Boise_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Boise_Idaho_UnitedStates.BLS_UnemploymentRate.data|Boise_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Boise_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Boise_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-02|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-03|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-04|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-05|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-06|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-07|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-08|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-09|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-10|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-11|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-12|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-13|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-14|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-15|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-16|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-17|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-18|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-19|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-20|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-21|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-22|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-23|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-24|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-25|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-26|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-27|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-28|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-29|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-30|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-01-31|3414.0|0|180.0|0|5.008347245409015|0|3594.0|0
0|2020-02-01|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-02|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-03|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-04|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-05|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-06|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-07|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-08|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-09|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-10|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-11|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-12|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-13|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-14|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-15|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-16|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-17|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-18|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-19|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-20|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-21|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-22|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-23|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-24|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-25|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-26|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-27|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-28|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-02-29|3458.0|0|192.0|0|5.260273972602739|0|3650.0|0
0|2020-03-01|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-02|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-03|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-04|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-05|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-06|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-07|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-08|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-09|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-10|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-11|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-12|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
0|2020-03-13|3423.5|0|201.5|0|5.558620689655172|0|3625.0|0
