|dates|Outagamie_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Outagamie_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Outagamie_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Outagamie_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Outagamie_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Outagamie_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Outagamie_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Outagamie_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-02|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-03|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-04|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-05|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-06|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-07|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-08|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-09|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-10|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-11|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-12|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-13|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-14|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-15|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-16|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-17|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-18|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-19|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-20|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-21|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-22|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-23|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-24|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-25|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-26|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-27|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
0|2020-01-28|99416.5|0|3420.0|0|3.325667442979876|0|102836.5|0
