|dates|Irwin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Irwin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Irwin_Georgia_UnitedStates.Male_Total_Population.data|Irwin_Georgia_UnitedStates.Male_Total_Population.missing|Irwin_Georgia_UnitedStates.Female_Total_Population.data|Irwin_Georgia_UnitedStates.Female_Total_Population.missing|Irwin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Irwin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1686.0|0|4889.0|0|4509.0|0|1989.0|0
