|dates|Berrien_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berrien_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berrien_Michigan_UnitedStates.Male_Total_Population.data|Berrien_Michigan_UnitedStates.Male_Total_Population.missing|Berrien_Michigan_UnitedStates.Female_Total_Population.data|Berrien_Michigan_UnitedStates.Female_Total_Population.missing|Berrien_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Berrien_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30402.0|0|75450.0|0|78691.0|0|33571.0|0
