|dates|Cocke_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cocke_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cocke_Tennessee_UnitedStates.Male_Total_Population.data|Cocke_Tennessee_UnitedStates.Male_Total_Population.missing|Cocke_Tennessee_UnitedStates.Female_Total_Population.data|Cocke_Tennessee_UnitedStates.Female_Total_Population.missing|Cocke_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Cocke_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7536.0|0|17289.0|0|18485.0|0|7275.0|0
