|dates|Daniels_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Daniels_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Daniels_Montana_UnitedStates.Male_Total_Population.data|Daniels_Montana_UnitedStates.Male_Total_Population.missing|Daniels_Montana_UnitedStates.Female_Total_Population.data|Daniels_Montana_UnitedStates.Female_Total_Population.missing|Daniels_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Daniels_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|463.0|0|901.0|0|846.0|0|374.0|0
