|dates|Arlington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Arlington_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Arlington_Virginia_UnitedStates.Male_Total_Population.data|Arlington_Virginia_UnitedStates.Male_Total_Population.missing|Arlington_Virginia_UnitedStates.Female_Total_Population.data|Arlington_Virginia_UnitedStates.Female_Total_Population.missing|Arlington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Arlington_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|25209.0|0|119009.0|0|118512.0|0|42959.0|0
