|dates|Hart_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hart_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hart_Kentucky_UnitedStates.Male_Total_Population.data|Hart_Kentucky_UnitedStates.Male_Total_Population.missing|Hart_Kentucky_UnitedStates.Female_Total_Population.data|Hart_Kentucky_UnitedStates.Female_Total_Population.missing|Hart_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Hart_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3132.0|0|9298.0|0|9608.0|0|4633.0|0
