|dates|Sevier_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sevier_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sevier_Tennessee_UnitedStates.Male_Total_Population.data|Sevier_Tennessee_UnitedStates.Male_Total_Population.missing|Sevier_Tennessee_UnitedStates.Female_Total_Population.data|Sevier_Tennessee_UnitedStates.Female_Total_Population.missing|Sevier_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Sevier_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19341.0|0|47915.0|0|49977.0|0|20173.0|0
