|dates|Gloucester_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gloucester_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gloucester_Virginia_UnitedStates.Male_Total_Population.data|Gloucester_Virginia_UnitedStates.Male_Total_Population.missing|Gloucester_Virginia_UnitedStates.Female_Total_Population.data|Gloucester_Virginia_UnitedStates.Female_Total_Population.missing|Gloucester_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Gloucester_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7118.0|0|18376.0|0|18973.0|0|7479.0|0
