|dates|Kalkaska_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kalkaska_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kalkaska_Michigan_UnitedStates.Male_Total_Population.data|Kalkaska_Michigan_UnitedStates.Male_Total_Population.missing|Kalkaska_Michigan_UnitedStates.Female_Total_Population.data|Kalkaska_Michigan_UnitedStates.Female_Total_Population.missing|Kalkaska_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Kalkaska_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3627.0|0|9146.0|0|8678.0|0|3743.0|0
