|dates|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|OutofPA_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|OutofPA_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|OutofPA_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
