|dates|Franklin_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Franklin_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Franklin_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Franklin_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2323.0|0|0.0|100|46.0|0|0.0|100
