|dates|Marquette_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marquette_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marquette_Michigan_UnitedStates.Male_Total_Population.data|Marquette_Michigan_UnitedStates.Male_Total_Population.missing|Marquette_Michigan_UnitedStates.Female_Total_Population.data|Marquette_Michigan_UnitedStates.Female_Total_Population.missing|Marquette_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Marquette_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12719.0|0|33344.0|0|33172.0|0|12044.0|0
