|dates|Young_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Young_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Young_Texas_UnitedStates.Male_Total_Population.data|Young_Texas_UnitedStates.Male_Total_Population.missing|Young_Texas_UnitedStates.Female_Total_Population.data|Young_Texas_UnitedStates.Female_Total_Population.missing|Young_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Young_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3671.0|0|8937.0|0|9108.0|0|4331.0|0
