|dates|Monroe_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Monroe_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Monroe_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Monroe_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Monroe_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Monroe_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Monroe_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Monroe_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-02|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-03|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-04|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-05|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-06|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-07|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-08|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-09|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-10|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-11|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-12|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-13|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-14|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-15|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-16|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-17|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-18|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-19|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-20|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-21|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-22|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-23|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-24|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-25|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
0|2020-01-26|79110.5|0|5248.0|0|6.221068416342159|0|84358.5|0
