|dates|Lewis_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lewis_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lewis_Kentucky_UnitedStates.Male_Total_Population.data|Lewis_Kentucky_UnitedStates.Male_Total_Population.missing|Lewis_Kentucky_UnitedStates.Female_Total_Population.data|Lewis_Kentucky_UnitedStates.Female_Total_Population.missing|Lewis_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Lewis_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2469.0|0|6627.0|0|6630.0|0|2853.0|0
