|dates|Millard_Utah_UnitedStates.BLS_EmployedPopulation.data|Millard_Utah_UnitedStates.BLS_EmployedPopulation.missing|Millard_Utah_UnitedStates.BLS_UnemployedPopulation.data|Millard_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Millard_Utah_UnitedStates.BLS_UnemploymentRate.data|Millard_Utah_UnitedStates.BLS_UnemploymentRate.missing|Millard_Utah_UnitedStates.BLS_LaborForcePopulation.data|Millard_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-02|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-03|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-04|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-05|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-06|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-07|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-08|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-09|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-10|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-11|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-12|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-13|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-14|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-15|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-16|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-17|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-18|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-19|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-20|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-21|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-22|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-23|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-24|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
0|2020-01-25|5580.0|0|164.5|0|2.863608669161807|0|5744.5|0
