|dates|Jefferson_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Arkansas_UnitedStates.Male_Total_Population.data|Jefferson_Arkansas_UnitedStates.Male_Total_Population.missing|Jefferson_Arkansas_UnitedStates.Female_Total_Population.data|Jefferson_Arkansas_UnitedStates.Female_Total_Population.missing|Jefferson_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11777.0|0|33662.0|0|34452.0|0|15053.0|0
