|dates|Reagan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Reagan_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Reagan_Texas_UnitedStates.Male_Total_Population.data|Reagan_Texas_UnitedStates.Male_Total_Population.missing|Reagan_Texas_UnitedStates.Female_Total_Population.data|Reagan_Texas_UnitedStates.Female_Total_Population.missing|Reagan_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Reagan_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|420.0|0|2001.0|0|1740.0|0|1091.0|0
