|dates|Douglas_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Douglas_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Douglas_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Douglas_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Douglas_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Douglas_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Douglas_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Douglas_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-03-05|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-06|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-07|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-08|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-09|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-10|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-11|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-12|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-13|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-14|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-15|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-16|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-17|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-18|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-19|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-20|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-21|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-22|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-23|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-24|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-25|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-26|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-27|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-28|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-29|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-30|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-03-31|1530.0|0|49.5|0|3.133903133903134|0|1579.5|0
0|2020-04-01|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-02|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-03|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-04|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-05|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-06|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-07|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-08|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-09|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-10|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-11|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-12|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-13|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-14|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-15|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-16|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-17|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-18|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-19|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-20|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-21|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-22|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-23|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-24|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-25|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-26|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-27|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-28|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-29|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-04-30|1478.0|0|58.0|0|3.7760416666666665|0|1536.0|0
0|2020-05-01|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-02|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-03|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-04|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-05|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-06|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-07|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-08|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-09|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-10|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-11|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-12|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-13|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-14|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-15|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-16|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-17|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-18|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-19|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-20|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-21|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-22|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-23|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-24|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-25|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-26|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-27|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-28|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-29|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-30|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-05-31|1497.0|0|46.0|0|2.9812054439403757|0|1543.0|0
0|2020-06-01|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-02|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-03|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-04|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-05|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-06|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-07|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-08|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-09|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-10|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-11|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-12|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-13|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-14|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-15|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-16|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-17|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-18|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-19|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-20|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-21|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-22|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-23|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-24|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-25|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-26|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-27|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-28|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-29|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-06-30|1511.0|0|44.0|0|2.829581993569132|0|1555.0|0
0|2020-07-01|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-02|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-03|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-04|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-05|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-06|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-07|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-08|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-09|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-10|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-11|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-12|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-13|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-14|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-15|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-16|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-17|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-18|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-19|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-20|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-21|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-22|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-23|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-24|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-25|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-26|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-27|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-28|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-29|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-30|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-07-31|1480.0|0|38.0|0|2.503293807641634|0|1518.0|0
0|2020-08-01|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-02|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-03|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-04|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-05|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-06|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-07|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-08|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-09|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-10|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-11|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-12|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-13|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-14|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-15|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-16|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-17|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-18|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-19|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-20|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-21|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-22|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-23|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-24|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-25|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-26|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-27|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-28|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-29|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-30|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-08-31|1491.0|0|48.0|0|3.1189083820662766|0|1539.0|0
0|2020-09-01|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-02|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-03|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-04|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-05|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-06|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-07|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-08|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-09|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-10|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-11|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-12|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-13|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-14|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-15|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-16|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-17|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-18|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-19|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-20|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-21|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-22|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-23|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-24|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-25|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-26|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-27|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-28|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-29|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-09-30|1556.0|0|46.0|0|2.871410736579276|0|1602.0|0
0|2020-10-01|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-02|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-03|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-04|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-05|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-06|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-07|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-08|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-09|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-10|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-11|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-12|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-13|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-14|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-15|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-16|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-17|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-18|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-19|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-20|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-21|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-22|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-23|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-24|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-25|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-26|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-27|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-28|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-29|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-30|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-10-31|1589.0|0|38.0|0|2.3355869698832206|0|1627.0|0
0|2020-11-01|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-02|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-03|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-04|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-05|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-06|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-07|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-08|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-09|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-10|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-11|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-12|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-13|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-14|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-15|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-16|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-17|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-18|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-19|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-20|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-21|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-22|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-23|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-24|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-25|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-26|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-27|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-28|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-29|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-11-30|1501.0|0|36.0|0|2.342225113858165|0|1537.0|0
0|2020-12-01|1560.0|0|48.0|0|2.985074626865672|0|1608.0|0
0|2020-12-02|1560.0|0|48.0|0|2.985074626865672|0|1608.0|0
0|2020-12-03|1560.0|0|48.0|0|2.985074626865672|0|1608.0|0
0|2020-12-04|1560.0|0|48.0|0|2.985074626865672|0|1608.0|0
0|2020-12-05|1560.0|0|48.0|0|2.985074626865672|0|1608.0|0
