|dates|Upton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Upton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Upton_Texas_UnitedStates.Male_Total_Population.data|Upton_Texas_UnitedStates.Male_Total_Population.missing|Upton_Texas_UnitedStates.Female_Total_Population.data|Upton_Texas_UnitedStates.Female_Total_Population.missing|Upton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Upton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|516.0|0|1881.0|0|1790.0|0|1083.0|0
