|dates|Asotin_Washington_UnitedStates.BLS_EmployedPopulation.data|Asotin_Washington_UnitedStates.BLS_EmployedPopulation.missing|Asotin_Washington_UnitedStates.BLS_UnemployedPopulation.data|Asotin_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Asotin_Washington_UnitedStates.BLS_UnemploymentRate.data|Asotin_Washington_UnitedStates.BLS_UnemploymentRate.missing|Asotin_Washington_UnitedStates.BLS_LaborForcePopulation.data|Asotin_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-02|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-03|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-04|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-05|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-06|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-07|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-08|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-09|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-10|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-11|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-12|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-13|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-14|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-15|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-16|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-17|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-18|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-19|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-20|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-21|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-22|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-23|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-24|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-25|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-26|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-27|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-28|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-29|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-30|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-01-31|10103.0|0|459.5|0|4.350295857988166|0|10562.5|0
0|2020-02-01|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-02|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-03|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-04|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-05|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-06|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-07|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-08|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-09|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-10|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-11|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-12|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-13|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-14|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-15|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-16|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-17|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-18|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-19|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-20|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-21|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-22|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-23|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-24|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-25|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-26|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-27|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-28|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-02-29|10138.5|0|453.5|0|4.281533232628399|0|10592.0|0
0|2020-03-01|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-02|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-03|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-04|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-05|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-06|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-07|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-08|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-09|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-10|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-11|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-12|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-13|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-14|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-15|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-16|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-17|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-18|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-19|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-20|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-21|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-22|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-23|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-24|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
0|2020-03-25|9924.0|0|411.0|0|3.97677793904209|0|10335.0|0
