|dates|Clinton_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Michigan_UnitedStates.Male_Total_Population.data|Clinton_Michigan_UnitedStates.Male_Total_Population.missing|Clinton_Michigan_UnitedStates.Female_Total_Population.data|Clinton_Michigan_UnitedStates.Female_Total_Population.missing|Clinton_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13442.0|0|39234.0|0|40098.0|0|17756.0|0
