|dates|Amador_California_UnitedStates.BLS_EmployedPopulation.data|Amador_California_UnitedStates.BLS_EmployedPopulation.missing|Amador_California_UnitedStates.BLS_UnemployedPopulation.data|Amador_California_UnitedStates.BLS_UnemployedPopulation.missing|Amador_California_UnitedStates.BLS_UnemploymentRate.data|Amador_California_UnitedStates.BLS_UnemploymentRate.missing|Amador_California_UnitedStates.BLS_LaborForcePopulation.data|Amador_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-02|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-03|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-04|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-05|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-06|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-07|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-08|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-09|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-10|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-11|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-12|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-13|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-14|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-15|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-16|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-17|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-18|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-19|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-20|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-21|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-22|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-23|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-24|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-25|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-26|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-27|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-28|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-29|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-30|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-01-31|14076.0|0|706.5|0|4.779299847792998|0|14782.5|0
0|2020-02-01|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-02|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-03|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-04|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-05|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-06|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-07|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-08|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-09|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-10|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-11|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-12|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-13|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-14|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-15|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-16|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-17|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-18|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-19|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-20|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-21|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-22|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-23|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-24|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-25|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
0|2020-02-26|14171.5|0|651.0|0|4.3919716646989375|0|14822.5|0
