|dates|Somervell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Somervell_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Somervell_Texas_UnitedStates.Male_Total_Population.data|Somervell_Texas_UnitedStates.Male_Total_Population.missing|Somervell_Texas_UnitedStates.Female_Total_Population.data|Somervell_Texas_UnitedStates.Female_Total_Population.missing|Somervell_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Somervell_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1705.0|0|4442.0|0|4574.0|0|2016.0|0
