|dates|Montgomery_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Montgomery_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Montgomery_Kansas_UnitedStates.Male_Total_Population.data|Montgomery_Kansas_UnitedStates.Male_Total_Population.missing|Montgomery_Kansas_UnitedStates.Female_Total_Population.data|Montgomery_Kansas_UnitedStates.Female_Total_Population.missing|Montgomery_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Montgomery_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6389.0|0|15909.0|0|16211.0|0|7635.0|0
