|dates|Bath_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Bath_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Bath_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Bath_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Bath_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Bath_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Bath_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Bath_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|4163.0|0|195.0|0|4.474529600734281|0|4358.0|0
