|dates|Strafford_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Strafford_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Strafford_NewHampshire_UnitedStates.Male_Total_Population.data|Strafford_NewHampshire_UnitedStates.Male_Total_Population.missing|Strafford_NewHampshire_UnitedStates.Female_Total_Population.data|Strafford_NewHampshire_UnitedStates.Female_Total_Population.missing|Strafford_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Strafford_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19535.0|0|63739.0|0|66351.0|0|24136.0|0
