|dates|Franklin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Kentucky_UnitedStates.Male_Total_Population.data|Franklin_Kentucky_UnitedStates.Male_Total_Population.missing|Franklin_Kentucky_UnitedStates.Female_Total_Population.data|Franklin_Kentucky_UnitedStates.Female_Total_Population.missing|Franklin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9148.0|0|24539.0|0|26276.0|0|10589.0|0
