|dates|Russell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Russell_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Russell_Kansas_UnitedStates.Male_Total_Population.data|Russell_Kansas_UnitedStates.Male_Total_Population.missing|Russell_Kansas_UnitedStates.Female_Total_Population.data|Russell_Kansas_UnitedStates.Female_Total_Population.missing|Russell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Russell_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1689.0|0|3406.0|0|3501.0|0|1494.0|0
