|dates|Knox_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Knox_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Knox_Texas_UnitedStates.Male_Total_Population.data|Knox_Texas_UnitedStates.Male_Total_Population.missing|Knox_Texas_UnitedStates.Female_Total_Population.data|Knox_Texas_UnitedStates.Female_Total_Population.missing|Knox_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Knox_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|726.0|0|1809.0|0|1844.0|0|965.0|0
