|dates|Allen_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Allen_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Allen_Kentucky_UnitedStates.Male_Total_Population.data|Allen_Kentucky_UnitedStates.Male_Total_Population.missing|Allen_Kentucky_UnitedStates.Female_Total_Population.data|Allen_Kentucky_UnitedStates.Female_Total_Population.missing|Allen_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Allen_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3725.0|0|10446.0|0|10676.0|0|4858.0|0
