|dates|Yazoo_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Yazoo_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Yazoo_Mississippi_UnitedStates.Male_Total_Population.data|Yazoo_Mississippi_UnitedStates.Male_Total_Population.missing|Yazoo_Mississippi_UnitedStates.Female_Total_Population.data|Yazoo_Mississippi_UnitedStates.Female_Total_Population.missing|Yazoo_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Yazoo_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3762.0|0|16261.0|0|11987.0|0|6207.0|0
