|dates|Bedford_Virginia_UnitedStates.JHU_ConfirmedCases.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Bedford_Virginia_UnitedStates.NYT_ConfirmedCases.data|Bedford_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Bedford_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Bedford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Bedford_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|7590.0|0|0.0|100|114.0|0|0.0|100
