|dates|Unicoi_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Unicoi_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Unicoi_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Unicoi_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Unicoi_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Unicoi_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Unicoi_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Unicoi_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|6668.0|0|388.0|0|5.498866213151928|0|7056.0|0
