|dates|Perry_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Perry_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Perry_Tennessee_UnitedStates.Male_Total_Population.data|Perry_Tennessee_UnitedStates.Male_Total_Population.missing|Perry_Tennessee_UnitedStates.Female_Total_Population.data|Perry_Tennessee_UnitedStates.Female_Total_Population.missing|Perry_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Perry_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1705.0|0|4069.0|0|3995.0|0|1784.0|0
