|dates|Scotland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scotland_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scotland_NorthCarolina_UnitedStates.Male_Total_Population.data|Scotland_NorthCarolina_UnitedStates.Male_Total_Population.missing|Scotland_NorthCarolina_UnitedStates.Female_Total_Population.data|Scotland_NorthCarolina_UnitedStates.Female_Total_Population.missing|Scotland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Scotland_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6369.0|0|17282.0|0|17528.0|0|7884.0|0
