|dates|Newaygo_Michigan_UnitedStates.AveragePrecipitationTotal.data|Newaygo_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Newaygo_Michigan_UnitedStates.AveragePrecipitation.data|Newaygo_Michigan_UnitedStates.AveragePrecipitation.missing|Newaygo_Michigan_UnitedStates.AverageWindDirection.data|Newaygo_Michigan_UnitedStates.AverageWindDirection.missing|Newaygo_Michigan_UnitedStates.AverageWindSpeed.data|Newaygo_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.0|6|239.60416666666666|0|6.71875|0
