|dates|Anderson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Anderson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Anderson_Kansas_UnitedStates.Male_Total_Population.data|Anderson_Kansas_UnitedStates.Male_Total_Population.missing|Anderson_Kansas_UnitedStates.Female_Total_Population.data|Anderson_Kansas_UnitedStates.Female_Total_Population.missing|Anderson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Anderson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1676.0|0|3911.0|0|3967.0|0|1997.0|0
