|dates|Eaton_Michigan_UnitedStates.AveragePrecipitationTotal.data|Eaton_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Eaton_Michigan_UnitedStates.AveragePrecipitation.data|Eaton_Michigan_UnitedStates.AveragePrecipitation.missing|Eaton_Michigan_UnitedStates.AverageWindDirection.data|Eaton_Michigan_UnitedStates.AverageWindDirection.missing|Eaton_Michigan_UnitedStates.AverageWindSpeed.data|Eaton_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|220.3125|0|10.5625|0
0|2020-01-02|0.0|0|0.0|0|209.8784722222222|0|10.64236111111111|0
0|2020-01-03|0.0|0|0.0|0|166.04166666666666|0|2.8541666666666665|0
0|2020-01-04|0.0|0|0.0|0|288.8020833333333|0|7.1875|0
0|2020-01-05|0.0|0|0.0|0|227.5|0|10.458333333333334|0
0|2020-01-06|0.0|0|0.0|0|255.67708333333334|0|10.973958333333334|0
0|2020-01-07|0.0|0|0.0|0|220.52083333333334|0|7.854166666666667|0
0|2020-01-08|0.0|0|0.0|0|215.78125|0|8.5625|0
0|2020-01-09|0.0|0|0.0|0|153.33333333333334|0|11.708333333333334|0
0|2020-01-10|0.0|0|0.004635416666666666|0|148.90625|0|6.911458333333333|0
0|2020-01-11|0.036458333333333336|0|0.06005208333333329|0|51.614583333333336|0|10.494791666666666|0
0|2020-01-12|0.010833333333333334|0|0.0|0|133.85416666666666|0|3.671875|0
0|2020-01-13|0.0|0|0.0|0|128.4375|0|3.3072916666666665|0
0|2020-01-14|0.0|0|0.0|0|194.63541666666666|0|6.855902777777779|0
0|2020-01-15|0.0|0|0.0|0|125.9375|0|3.953125|0
0|2020-01-16|0.0|0|0.0|0|294.53125|0|11.71875|0
0|2020-01-17|0.0|0|0.0008333333333333334|0|130.20833333333334|0|6.255208333333333|0
0|2020-01-18|0.0033333333333333335|0|0.005000000000000001|0|190.41666666666666|0|14.140625|0
0|2020-01-19|0.00125|0|0.0|0|177.23958333333334|0|9.890625|0
0|2020-01-20|0.0|0|0.0|0|110.98958333333333|0|1.8645833333333333|0
0|2020-01-21|0.0|0|0.0|0|167.5|0|4.984375|0
0|2020-01-22|0.0|0|0.0|0|193.17708333333334|0|9.338541666666666|0
