|dates|Humphreys_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Humphreys_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Humphreys_Mississippi_UnitedStates.Male_Total_Population.data|Humphreys_Mississippi_UnitedStates.Male_Total_Population.missing|Humphreys_Mississippi_UnitedStates.Female_Total_Population.data|Humphreys_Mississippi_UnitedStates.Female_Total_Population.missing|Humphreys_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Humphreys_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1402.0|0|3886.0|0|4371.0|0|2147.0|0
