|dates|Lane_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lane_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lane_Oregon_UnitedStates.Male_Total_Population.data|Lane_Oregon_UnitedStates.Male_Total_Population.missing|Lane_Oregon_UnitedStates.Female_Total_Population.data|Lane_Oregon_UnitedStates.Female_Total_Population.missing|Lane_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Lane_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|73392.0|0|186873.0|0|192738.0|0|69868.0|0
