|dates|Winnebago_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Winnebago_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Winnebago_Wisconsin_UnitedStates.Male_Total_Population.data|Winnebago_Wisconsin_UnitedStates.Male_Total_Population.missing|Winnebago_Wisconsin_UnitedStates.Female_Total_Population.data|Winnebago_Wisconsin_UnitedStates.Female_Total_Population.missing|Winnebago_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Winnebago_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28022.0|0|86063.0|0|84957.0|0|35085.0|0
