|dates|Coweta_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coweta_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coweta_Georgia_UnitedStates.Male_Total_Population.data|Coweta_Georgia_UnitedStates.Male_Total_Population.missing|Coweta_Georgia_UnitedStates.Female_Total_Population.data|Coweta_Georgia_UnitedStates.Female_Total_Population.missing|Coweta_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Coweta_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20242.0|0|70983.0|0|74881.0|0|35765.0|0
