|dates|Vinton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Vinton_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Vinton_Ohio_UnitedStates.Male_Total_Population.data|Vinton_Ohio_UnitedStates.Male_Total_Population.missing|Vinton_Ohio_UnitedStates.Female_Total_Population.data|Vinton_Ohio_UnitedStates.Female_Total_Population.missing|Vinton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Vinton_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2338.0|0|6587.0|0|6552.0|0|2876.0|0
