|dates|Shelby_Missouri_UnitedStates.BLS_EmployedPopulation.data|Shelby_Missouri_UnitedStates.BLS_EmployedPopulation.missing|Shelby_Missouri_UnitedStates.BLS_UnemployedPopulation.data|Shelby_Missouri_UnitedStates.BLS_UnemployedPopulation.missing|Shelby_Missouri_UnitedStates.BLS_UnemploymentRate.data|Shelby_Missouri_UnitedStates.BLS_UnemploymentRate.missing|Shelby_Missouri_UnitedStates.BLS_LaborForcePopulation.data|Shelby_Missouri_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-02|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-03|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-04|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-05|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-06|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-07|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-08|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-09|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-10|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-11|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-12|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-13|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-14|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-15|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-16|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-17|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-18|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-19|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-20|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-21|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-22|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
0|2020-01-23|2989.5|0|137.0|0|4.381896689588998|0|3126.5|0
