|dates|Stevens_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stevens_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stevens_Minnesota_UnitedStates.Male_Total_Population.data|Stevens_Minnesota_UnitedStates.Male_Total_Population.missing|Stevens_Minnesota_UnitedStates.Female_Total_Population.data|Stevens_Minnesota_UnitedStates.Female_Total_Population.missing|Stevens_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Stevens_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1686.0|0|4850.0|0|4903.0|0|2050.0|0
