|dates|Jefferson_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_WestVirginia_UnitedStates.Male_Total_Population.data|Jefferson_WestVirginia_UnitedStates.Male_Total_Population.missing|Jefferson_WestVirginia_UnitedStates.Female_Total_Population.data|Jefferson_WestVirginia_UnitedStates.Female_Total_Population.missing|Jefferson_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9198.0|0|28187.0|0|28624.0|0|12638.0|0
