|dates|Seminole_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Seminole_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Seminole_Georgia_UnitedStates.Male_Total_Population.data|Seminole_Georgia_UnitedStates.Male_Total_Population.missing|Seminole_Georgia_UnitedStates.Female_Total_Population.data|Seminole_Georgia_UnitedStates.Female_Total_Population.missing|Seminole_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Seminole_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1918.0|0|3981.0|0|4334.0|0|1728.0|0
