|dates|Crawford_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crawford_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crawford_Arkansas_UnitedStates.Male_Total_Population.data|Crawford_Arkansas_UnitedStates.Male_Total_Population.missing|Crawford_Arkansas_UnitedStates.Female_Total_Population.data|Crawford_Arkansas_UnitedStates.Female_Total_Population.missing|Crawford_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Crawford_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10547.0|0|31258.0|0|32148.0|0|15501.0|0
