|dates|Keith_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Keith_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Keith_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Keith_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Keith_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Keith_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Keith_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Keith_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|723.0|0|0.0|100|10.0|0|0.0|100
