|dates|Presidio_Texas_UnitedStates.BLS_EmployedPopulation.data|Presidio_Texas_UnitedStates.BLS_EmployedPopulation.missing|Presidio_Texas_UnitedStates.BLS_UnemployedPopulation.data|Presidio_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Presidio_Texas_UnitedStates.BLS_UnemploymentRate.data|Presidio_Texas_UnitedStates.BLS_UnemploymentRate.missing|Presidio_Texas_UnitedStates.BLS_LaborForcePopulation.data|Presidio_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-02|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-03|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-04|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-05|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-06|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-07|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-08|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-09|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-10|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-11|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-12|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-13|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-14|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-15|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-16|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-17|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-18|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-19|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-20|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-21|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-22|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-23|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-24|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-25|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-26|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-27|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-28|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-29|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-30|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-01-31|2936.0|0|295.0|0|9.130300216651191|0|3231.0|0
0|2020-02-01|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-02|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-03|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-04|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-05|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-06|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-07|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-08|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-09|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-10|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-11|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-12|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-13|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-14|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-15|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-16|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-17|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-18|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-19|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-20|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-21|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-22|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-23|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-24|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-25|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-26|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-27|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-28|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-02-29|2966.0|0|265.0|0|8.201795109873105|0|3231.0|0
0|2020-03-01|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-02|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-03|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-04|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-05|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-06|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-07|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-08|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-09|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-10|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-11|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-12|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-13|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-14|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-15|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-16|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-17|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-18|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-19|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-20|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-21|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-22|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-23|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-24|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-25|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-26|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-27|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-28|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-29|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-30|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-03-31|2879.0|0|344.0|0|10.67328575860999|0|3223.0|0
0|2020-04-01|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-02|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-03|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-04|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-05|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-06|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-07|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-08|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-09|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-10|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-11|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-12|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-13|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-14|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-15|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-16|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-17|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-18|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-19|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-20|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-21|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-22|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-23|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-24|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-25|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-26|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-27|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-28|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-29|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-04-30|2476.5|0|634.5|0|20.395371263259403|0|3111.0|0
0|2020-05-01|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-02|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-03|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-04|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-05|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-06|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-07|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-08|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-09|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-10|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-11|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-12|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-13|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-14|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-15|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-16|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-17|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-18|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-19|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-20|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-21|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-22|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-23|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-24|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-25|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-26|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-27|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-28|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-29|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-30|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-05-31|2582.0|0|675.0|0|20.724593183911576|0|3257.0|0
0|2020-06-01|2664.0|0|629.0|0|19.10112359550562|0|3293.0|0
0|2020-06-02|2664.0|0|629.0|0|19.10112359550562|0|3293.0|0
