|dates|Muskingum_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Muskingum_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Muskingum_Ohio_UnitedStates.Male_Total_Population.data|Muskingum_Ohio_UnitedStates.Male_Total_Population.missing|Muskingum_Ohio_UnitedStates.Female_Total_Population.data|Muskingum_Ohio_UnitedStates.Female_Total_Population.missing|Muskingum_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Muskingum_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15381.0|0|41821.0|0|44362.0|0|19458.0|0
