|dates|Newport_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Newport_RhodeIsland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Newport_RhodeIsland_UnitedStates.Male_Total_Population.data|Newport_RhodeIsland_UnitedStates.Male_Total_Population.missing|Newport_RhodeIsland_UnitedStates.Female_Total_Population.data|Newport_RhodeIsland_UnitedStates.Female_Total_Population.missing|Newport_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.data|Newport_RhodeIsland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18315.0|0|40769.0|0|41773.0|0|13954.0|0
