|dates|Lee_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Alabama_UnitedStates.Male_Total_Population.data|Lee_Alabama_UnitedStates.Male_Total_Population.missing|Lee_Alabama_UnitedStates.Female_Total_Population.data|Lee_Alabama_UnitedStates.Female_Total_Population.missing|Lee_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19481.0|0|80639.0|0|83302.0|0|34893.0|0
