|dates|Beauregard_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beauregard_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beauregard_Louisiana_UnitedStates.Male_Total_Population.data|Beauregard_Louisiana_UnitedStates.Male_Total_Population.missing|Beauregard_Louisiana_UnitedStates.Female_Total_Population.data|Beauregard_Louisiana_UnitedStates.Female_Total_Population.missing|Beauregard_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Beauregard_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5871.0|0|18888.0|0|18365.0|0|9168.0|0
