|dates|Weber_Utah_UnitedStates.AveragePrecipitationTotal.data|Weber_Utah_UnitedStates.AveragePrecipitationTotal.missing|Weber_Utah_UnitedStates.AveragePrecipitation.data|Weber_Utah_UnitedStates.AveragePrecipitation.missing|Weber_Utah_UnitedStates.AverageWindDirection.data|Weber_Utah_UnitedStates.AverageWindDirection.missing|Weber_Utah_UnitedStates.AverageWindSpeed.data|Weber_Utah_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.005138888888888889|0|133.22916666666666|0|7.702777777777778|0
0|2020-01-02|0.0062499999999999995|0|0.0|0|161.25|0|5.166666666666667|0
0|2020-01-03|0.0|0|0.0|0|121.25|0|4.208333333333333|0
0|2020-01-04|0.0|0|0.0|0|168.33333333333334|0|5.833333333333333|0
0|2020-01-05|0.0|0|0.0|0|140.48611111111111|0|5.347222222222221|0
0|2020-01-06|0.0|0|0.0|0|178.75|0|6.583333333333333|0
0|2020-01-07|0.0|0|0.0|0|154.16666666666666|0|6.333333333333333|0
0|2020-01-08|0.0|0|0.0015277777777777779|0|186.50347222222226|0|7.132986111111111|0
0|2020-01-09|0.0025|0|0.0|0|186.77083333333334|0|6.402777777777778|0
0|2020-01-10|0.0|0|0.0|0|202.08333333333334|0|6.125|0
0|2020-01-11|0.0|0|0.0|0|157.15277777777777|0|7.042658730158731|0
0|2020-01-12|0.0|0|0.003875|0|177.03703703703704|0|7.512037037037037|0
0|2020-01-13|0.0062499999999999995|0|0.0|0|170.72916666666666|0|7.5243055555555545|0
0|2020-01-14|0.0|0|0.0005208333333333333|0|179.59722222222226|0|9.25625|0
0|2020-01-15|0.0008333333333333334|0|0.0|0|173.75|0|5.4375|0
0|2020-01-16|0.0|0|0.0|0|146.66666666666666|0|8.708333333333334|0
0|2020-01-17|0.0|0|0.0004166666666666667|0|209.47916666666666|0|9.052083333333334|0
0|2020-01-18|0.0004166666666666667|0|0.0|0|137.5|0|5.333333333333333|0
0|2020-01-19|0.0|0|0.0|0|191.66666666666666|0|5.375|0
0|2020-01-20|0.0|0|0.0|0|164.58333333333334|0|3.375|0
0|2020-01-21|0.0|0|0.0|0|132.70833333333334|0|3.3541666666666665|0
0|2020-01-22|0.00125|0|0.002395833333333333|0|122.19246031746032|0|3.010912698412698|0
0|2020-01-23|0.0016666666666666668|0|0.0|0|155.41666666666666|0|3.8333333333333335|0
0|2020-01-24|0.0|0|0.004861111111111112|0|133.64583333333334|0|4.895833333333333|0
0|2020-01-25|0.0025|0|0.0|0|140.06944444444443|0|2.694444444444444|0
0|2020-01-26|0.0|0|0.00829861111111111|0|157.67361111111111|0|3.923611111111111|0
0|2020-01-27|0.006875|0|0.0021874999999999998|0|178.95833333333334|0|5.246527777777778|0
0|2020-01-28|0.0004166666666666667|0|0.0|0|142.91666666666666|0|6.166666666666667|0
0|2020-01-29|0.0004166666666666667|0|0.0008055555555555556|0|176.20833333333334|0|4.4111111111111105|0
0|2020-01-30|0.0|0|0.0029583333333333336|0|127.19444444444446|0|3.636111111111111|0
0|2020-01-31|0.00375|0|0.0|0|131.25|0|4.125|0
0|2020-02-01|0.0|0|0.0|0|155.0|0|6.541666666666667|0
0|2020-02-02|0.0|0|0.0|0|186.5625|0|8.75|0
0|2020-02-03|0.0|0|0.0|0|284.95138888888886|0|14.719444444444447|0
0|2020-02-04|0.0|0|0.0|0|218.75|0|5.666666666666667|0
0|2020-02-05|0.0|0|0.0004166666666666667|0|164.70138888888889|0|7.081944444444445|0
0|2020-02-06|0.0001388888888888889|0|0.005208333333333333|0|160.76388888888889|0|7.8819444444444455|0
0|2020-02-07|0.007083333333333334|0|0.0|0|171.66666666666666|0|6.375|0
0|2020-02-08|0.0|0|0.0|0|224.16666666666666|0|9.75|0
0|2020-02-09|0.0|0|0.0|0|214.375|0|7.625|0
0|2020-02-10|0.0|0|0.0|0|232.91666666666666|0|7.145833333333333|0
0|2020-02-11|0.0|0|0.0|0|183.33333333333334|0|5.354166666666667|0
0|2020-02-12|0.0|0|0.0|0|132.08333333333334|0|3.4583333333333335|0
0|2020-02-13|0.0|0|0.0|0|131.25|0|4.416666666666667|0
0|2020-02-14|0.0|0|0.0|0|215.41666666666666|0|8.541666666666666|0
0|2020-02-15|0.0|0|0.0|0|111.25|0|5.291666666666667|0
0|2020-02-16|0.0|0|0.005069444444444445|0|151.63888888888889|0|6.076388888888888|0
0|2020-02-17|0.006666666666666667|0|0.0|0|243.33333333333334|0|5.625|0
0|2020-02-18|0.0|0|0.0|0|208.33333333333334|0|5.5|0
0|2020-02-19|0.0|0|0.0|0|162.91666666666666|0|5.0|0
0|2020-02-20|0.0|0|0.0|0|245.0|0|6.333333333333333|0
0|2020-02-21|0.0|0|0.0|0|150.20833333333334|0|6.020833333333333|0
0|2020-02-22|0.0|0|0.0|0|186.25|0|4.708333333333333|0
0|2020-02-23|0.0|0|0.0|0|177.91666666666666|0|7.791666666666667|0
0|2020-02-24|0.0|0|0.0|0|198.33333333333334|0|7.583333333333333|0
0|2020-02-25|0.0|0|0.0|0|157.5|0|5.458333333333333|0
0|2020-02-26|0.0|0|0.0|0|109.58333333333333|0|4.291666666666667|0
0|2020-02-27|0.0|0|0.0|0|144.16666666666666|0|5.625|0
0|2020-02-28|0.0|0|0.0|0|136.25|0|6.0|0
0|2020-02-29|0.0|0|0.0|0|202.5|0|7.5|0
0|2020-03-01|0.0|0|0.004375|0|276.18055555555554|0|7.545833333333333|0
0|2020-03-02|0.004583333333333333|0|0.0|0|149.58333333333334|0|4.708333333333333|0
0|2020-03-03|0.0|0|0.0|0|143.75|0|4.916666666666667|0
0|2020-03-04|0.0|0|0.0|0|150.0|0|7.333333333333333|0
0|2020-03-05|0.0|0|0.0|0|155.41666666666666|0|7.333333333333333|0
0|2020-03-06|0.0|0|0.0|0|158.33333333333334|0|11.75|0
0|2020-03-07|0.0|0|0.0|0|179.58333333333334|0|15.875|0
0|2020-03-08|0.007916666666666667|0|0.0051041666666666674|0|170.13194444444443|0|6.336805555555556|0
0|2020-03-09|0.0|0|0.0|0|162.08333333333334|0|6.541666666666667|0
0|2020-03-10|0.0|0|0.0|0|178.33333333333334|0|5.125|0
0|2020-03-11|0.0|0|0.0|0|172.5|0|6.958333333333333|0
0|2020-03-12|0.0|0|0.0|0|214.58333333333334|0|6.083333333333333|0
0|2020-03-13|0.0|0|0.0|0|218.75|0|10.1875|0
0|2020-03-14|0.0|0|0.0|0|171.25|0|24.708333333333332|0
0|2020-03-15|0.0|0|0.0|0|184.16666666666666|0|18.833333333333332|0
0|2020-03-16|0.0|0|0.0|0|153.75|0|6.791666666666667|0
0|2020-03-17|0.0|0|0.0|0|170.69444444444443|0|8.597222222222223|0
0|2020-03-18|0.0|0|0.009791666666666667|0|167.08333333333334|0|7.020833333333333|0
0|2020-03-19|0.0008333333333333334|0|0.0016666666666666668|0|179.8611111111111|0|4.405555555555556|0
0|2020-03-20|0.0004166666666666667|0|0.0016666666666666668|0|155.55555555555554|0|6.569444444444444|0
0|2020-03-21|0.0020833333333333333|0|0.0004166666666666667|0|161.25|0|6.145833333333333|0
0|2020-03-22|0.0004166666666666667|0|0.0|0|178.33333333333334|0|6.958333333333333|0
0|2020-03-23|0.0|0|0.0|0|165.83333333333334|0|9.375|0
0|2020-03-24|0.0004166666666666667|0|0.008749999999999999|0|185.48611111111111|0|9.527777777777777|0
0|2020-03-25|0.022500000000000003|0|0.01446180555555556|0|152.17013888888889|0|7.600694444444444|0
0|2020-03-26|0.007916666666666667|0|0.001875|0|145.5902777777778|0|5.158333333333333|0
0|2020-03-27|0.0|0|0.0|0|162.08333333333334|0|5.166666666666667|0
0|2020-03-28|0.0|0|0.0003333333333333333|0|146.94444444444443|0|7.3694444444444445|0
0|2020-03-29|0.0004166666666666667|0|0.0|0|160.83333333333334|0|7.916666666666667|0
0|2020-03-30|0.0|0|0.0025|0|188.33333333333334|0|7.875|0
0|2020-03-31|0.0025|0|0.0|0|209.16666666666666|0|10.5|0
0|2020-04-01|0.0|0|0.0|0|281.7708333333333|0|9.854166666666666|0
0|2020-04-02|0.0|0|0.0|0|155.41666666666666|0|4.958333333333333|0
0|2020-04-03|0.0|0|0.0|0|128.75|0|5.458333333333333|0
0|2020-04-04|0.0|0|0.0|0|174.16666666666666|0|6.791666666666667|0
0|2020-04-05|0.0|0|0.0|0|181.25|0|8.125|0
0|2020-04-06|0.0|0|0.0|0|179.16666666666666|0|11.958333333333334|0
0|2020-04-07|0.0|0|0.0|0|157.08333333333334|0|7.208333333333333|0
0|2020-04-08|0.0|0|0.0|0|154.16666666666666|0|7.375|0
0|2020-04-09|0.0|0|0.0|0|184.16666666666666|0|9.0|0
0|2020-04-10|0.0|0|0.0|0|119.58333333333333|0|5.083333333333333|0
0|2020-04-11|0.0|0|0.0|0|236.66666666666666|0|10.708333333333334|0
0|2020-04-12|0.0|0|0.0|0|283.3333333333333|0|10.75|0
0|2020-04-13|0.0|0|0.0|0|251.25|0|9.145833333333334|0
0|2020-04-14|0.0|0|0.0|0|193.33333333333334|0|9.666666666666666|0
0|2020-04-15|0.0|0|0.009375|0|140.76388888888889|0|7.2569444444444455|0
0|2020-04-16|0.005416666666666667|0|0.0004166666666666667|0|232.08333333333334|0|6.038194444444444|0
0|2020-04-17|0.0|0|0.0|0|125.41666666666667|0|4.208333333333333|0
0|2020-04-18|0.0|0|0.0|0|151.66666666666666|0|5.833333333333333|0
