|dates|Sandoval_NewMexico_UnitedStates.BLS_EmployedPopulation.data|Sandoval_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|Sandoval_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|Sandoval_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|Sandoval_NewMexico_UnitedStates.BLS_UnemploymentRate.data|Sandoval_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|Sandoval_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|Sandoval_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-02|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-03|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-04|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-05|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-06|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-07|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-08|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-09|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-10|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-11|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-12|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-13|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-14|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-15|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-16|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-17|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-18|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-19|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-20|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-21|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-22|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-23|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-24|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-25|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-26|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-27|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-28|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-29|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-30|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-01-31|63581.5|0|3247.5|0|4.859417318828652|0|66829.0|0
0|2020-02-01|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
0|2020-02-02|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
0|2020-02-03|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
0|2020-02-04|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
0|2020-02-05|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
0|2020-02-06|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
0|2020-02-07|63896.5|0|3244.5|0|4.832367703787551|0|67141.0|0
