|dates|Navajo_Arizona_UnitedStates.BLS_EmployedPopulation.data|Navajo_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Navajo_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Navajo_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Navajo_Arizona_UnitedStates.BLS_UnemploymentRate.data|Navajo_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Navajo_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Navajo_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-02|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-03|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-04|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-05|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-06|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-07|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-08|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-09|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-10|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-11|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-12|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-13|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-14|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-15|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-16|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-17|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-18|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-19|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-20|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-21|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-22|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-23|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-24|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-25|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-26|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-27|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-28|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-29|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-30|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-01-31|37266.5|0|3373.0|0|8.299806838174682|0|40639.5|0
0|2020-02-01|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-02|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-03|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-04|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-05|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-06|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-07|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-08|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-09|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-10|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-11|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-12|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-13|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-14|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-15|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-16|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-17|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-18|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-19|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-20|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-21|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-22|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-23|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-24|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-25|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-26|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-27|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-28|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-02-29|37341.5|0|3142.0|0|7.76118665629207|0|40483.5|0
0|2020-03-01|36954.5|0|3957.0|0|9.67209708761595|0|40911.5|0
0|2020-03-02|36954.5|0|3957.0|0|9.67209708761595|0|40911.5|0
0|2020-03-03|36954.5|0|3957.0|0|9.67209708761595|0|40911.5|0
0|2020-03-04|36954.5|0|3957.0|0|9.67209708761595|0|40911.5|0
0|2020-03-05|36954.5|0|3957.0|0|9.67209708761595|0|40911.5|0
