|dates|Lauderdale_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lauderdale_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lauderdale_Tennessee_UnitedStates.Male_Total_Population.data|Lauderdale_Tennessee_UnitedStates.Male_Total_Population.missing|Lauderdale_Tennessee_UnitedStates.Female_Total_Population.data|Lauderdale_Tennessee_UnitedStates.Female_Total_Population.missing|Lauderdale_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Lauderdale_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4077.0|0|13304.0|0|12521.0|0|5827.0|0
