|dates|Otsego_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Otsego_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Otsego_Michigan_UnitedStates.Male_Total_Population.data|Otsego_Michigan_UnitedStates.Male_Total_Population.missing|Otsego_Michigan_UnitedStates.Female_Total_Population.data|Otsego_Michigan_UnitedStates.Female_Total_Population.missing|Otsego_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Otsego_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5213.0|0|12228.0|0|12437.0|0|5209.0|0
